0,Road,Discription,LRP,Offset,Chainage,LRP2,Offset2,Chainage2,(Km),Heavy Truck,Medium Truck,Small Truck,Large Bus,Medium Bus,Micro Bus,Utility,Car,Auto Rickshaw,Motor Cycle,Bi-Cycle,Cycle Rickshaw,Cart,Motorized,Non Motorized,Total AADT,(AADT),Simple Road
R315-1,R315-1,"Mawna Chowrasta (road start, int with N3) - Soling More (Int.with Z3024)",LRPS,0,0,LRP003,600,2.853,2.853,0.0,242.0,201.0,0.0,53.0,142.0,51.0,94.0,861.0,484.0,88.0,114.0,7.0,2128.0,209.0,2337.0,2337.0,R315
R315-2,R315-2,Soling More (Int.with Z3024) - Kaliakoir (Int.with N4),LRP003,600,2.853,LRP025,7403,31.355,28.502,0.0,242.0,201.0,0.0,53.0,142.0,51.0,94.0,861.0,484.0,88.0,114.0,7.0,2128.0,209.0,2337.0,2337.0,R315
R315-3,R315-3,"Kaliakoir (Int.with N4) - Dulivita (road end, int with N5)",LRP025,7403,31.355,LRP049,4050,51.985,20.630,1.0,81.0,107.0,9.0,10.0,455.0,93.0,316.0,2631.0,513.0,243.0,1675.0,0.0,4216.0,1918.0,6134.0,6134.0,R315
R316-1,R316-1,Kapasia(Int.with R312)-Kapasia Bazar,LRPS,0,0,LRPS,600,0.6,0.600,0.0,242.0,201.0,0.0,53.0,142.0,51.0,94.0,861.0,484.0,88.0,114.0,7.0,2128.0,209.0,2337.0,2337.0,R316
R317-1,R317-1,Toke Bazar-Banar Toke Ferry Ghat,LRPS,0,0,LRPS,1000,1,1.000,1.0,81.0,107.0,9.0,10.0,455.0,93.0,316.0,2631.0,513.0,243.0,1675.0,0.0,4216.0,1918.0,6134.0,6134.0,R317
R360-1,R360-1,"Raghurampur (road start, int with R370) - Gazipur (int with Z3615)",LRPS,0,0,LRPS,6733,6.733,6.733,0.0,771.0,522.0,456.0,170.0,221.0,139.0,246.0,2327.0,1602.0,619.0,529.0,0.0,6454.0,1148.0,7602.0,7602.0,R360
R360-2,R360-2,Gazipur (int with Z3615) - Iswarganj (int with Z3710),LRPS,6733,6.733,LRP018,388,18.437,11.704,0.0,771.0,522.0,456.0,170.0,221.0,139.0,246.0,2327.0,1602.0,619.0,529.0,0.0,6454.0,1148.0,7602.0,7602.0,R360
R360-3,R360-3,Iswarganj (int with Z3710) - Kanurampur (int with Z3034),LRP018,388,18.437,LRP032,797,32.982,14.545,0.0,771.0,522.0,456.0,170.0,221.0,139.0,246.0,2327.0,1602.0,619.0,529.0,0.0,6454.0,1148.0,7602.0,7602.0,R360
R360-4,R360-4,Kanurampur (int with Z3034) - Nandail Chourasta (int with Z3607),LRP032,797,32.982,LRP046,802,47.075,14.093,0.0,427.0,200.0,388.0,83.0,84.0,56.0,109.0,886.0,591.0,136.0,93.0,0.0,2824.0,229.0,3053.0,3053.0,R360
R360-5,R360-5,"Nandail Chourasta (int with Z3607) - Battali, Kishoreganj (int with R364)",LRP046,802,47.075,LRP059,595,59.872,12.797,0.0,427.0,200.0,388.0,83.0,84.0,56.0,109.0,886.0,591.0,136.0,93.0,0.0,2824.0,229.0,3053.0,3053.0,R360
R360-6,R360-6,"Battali, Kishoreganj (int with R364) - Kishoreganj (Int.with Z3604)",LRP059,595,59.872,LRP065,158,65.067,5.195,0.0,427.0,200.0,388.0,83.0,84.0,56.0,109.0,886.0,591.0,136.0,93.0,0.0,2824.0,229.0,3053.0,3053.0,R360
R360-7,R360-7,Kishoreganj (Int.with Z3604)-Kishoreganj (Int.with Z3616),LRP065,158,65.067,LRP068,445,68.375,3.308,0.0,427.0,200.0,388.0,83.0,84.0,56.0,109.0,886.0,591.0,136.0,93.0,0.0,2824.0,229.0,3053.0,3053.0,R360
R360-8,R360-8,Kishoreganj (Int.with Z3616) - Katiadi (int with R211),LRP068,445,68.375,LRP086,282,86.451,18.076,0.0,427.0,200.0,388.0,83.0,84.0,56.0,109.0,886.0,591.0,136.0,93.0,0.0,2824.0,229.0,3053.0,3053.0,R360
R360-9,R360-9,Katiadi (int with R211) - Ujanchar (int with Z3601),LRP086,282,86.451,LRP089,641,89.826,3.375,0.0,427.0,200.0,388.0,83.0,84.0,56.0,109.0,886.0,591.0,136.0,93.0,0.0,2824.0,229.0,3053.0,3053.0,R360
R360-10,R360-10,Ujanchar (int with Z3601) - Agarpur (int with R212),LRP089,641,89.826,LRP097,705,97.863,8.037,0.0,427.0,200.0,388.0,83.0,84.0,56.0,109.0,886.0,591.0,136.0,93.0,0.0,2824.0,229.0,3053.0,3053.0,R360
R360-11,R360-11,Agarpur (int with R212) - Bajra Bus Stand (int with Z3609),LRP097,705,97.863,LRP101,170,101.328,3.465,0.0,427.0,200.0,388.0,83.0,84.0,56.0,109.0,886.0,591.0,136.0,93.0,0.0,2824.0,229.0,3053.0,3053.0,R360
R360-12,R360-12,Bajra Bus Stand (int with Z3609) - Bhairab (int with Z3605),LRP101,170,101.328,LRP113,826,114.167,12.839,0.0,427.0,200.0,388.0,83.0,84.0,56.0,109.0,886.0,591.0,136.0,93.0,0.0,2824.0,229.0,3053.0,3053.0,R360
R360-13,R360-13,"Bhairab (int with Z3605) - Bhairab Bazar (Durjoy Chattar) (road end, int with N2)",LRP113,826,114.167,LRP114,2032,116.385,2.218,0.0,427.0,200.0,388.0,83.0,84.0,56.0,109.0,886.0,591.0,136.0,93.0,0.0,2824.0,229.0,3053.0,3053.0,R360
R364-1,R364-1,"Battoli (road start, int with R360) - Kishoreganj (road end)",LRPS,0,0,LRPE,0,3.034,3.034,0.0,771.0,522.0,456.0,170.0,221.0,139.0,246.0,2327.0,1602.0,619.0,529.0,0.0,6454.0,1148.0,7602.0,7602.0,R364
R370-1,R370-1,"Mymensingh DC office (road start, int with N3 & N401) - Shamvuganj (int with R360)",LRPS,0,0,LRP006,1033,6.102,6.102,0.0,883.0,581.0,568.0,1.0,395.0,459.0,617.0,5578.0,1440.0,428.0,5802.0,3.0,10522.0,6233.0,16755.0,16755.0,R370
R370-2,R370-2,Shamvuganj (int with R360) - Raghurampur (int with R371),LRP006,1033,6.102,LRP006,1384,6.453,0.351,0.0,883.0,581.0,568.0,1.0,395.0,459.0,617.0,5578.0,1440.0,428.0,5802.0,3.0,10522.0,6233.0,16755.0,16755.0,R370
R370-3,R370-3,Raghurampur (int with R371) - Shamganj (int with Z3704),LRP006,1384,6.453,LRP023,141,22.371,15.918,0.0,834.0,214.0,372.0,32.0,91.0,35.0,66.0,863.0,483.0,158.0,226.0,0.0,2990.0,384.0,3374.0,3374.0,R370
R370-4,R370-4,Shamganj (int with Z3704) - Magra Bridge (int with Z3701),LRP023,141,22.371,LRP039,1369,39.741,17.370,0.0,883.0,581.0,568.0,1.0,395.0,459.0,617.0,5578.0,1440.0,428.0,5802.0,3.0,10522.0,6233.0,16755.0,16755.0,R370
R370-5,R370-5,Magra Bridge (int with Z3701) - Netrakona Post office (int with Z3707),LRP039,1369,39.741,LRP039,2668,41.04,1.299,0.0,883.0,581.0,568.0,1.0,395.0,459.0,617.0,5578.0,1440.0,428.0,5802.0,3.0,10522.0,6233.0,16755.0,16755.0,R370
R370-6,R370-6,Netrakona Post office (int with Z3707) - Int with Z3709,LRP039,2668,41.04,LRP039,4050,42.422,1.382,0.0,834.0,214.0,372.0,32.0,91.0,35.0,66.0,863.0,483.0,158.0,226.0,0.0,2990.0,384.0,3374.0,3374.0,R370
R370-7,R370-7,Int with Z3709 - Thakurakona (int with Z3703),LRP039,4050,42.422,LRP051,1484,51.942,9.520,0.0,834.0,214.0,372.0,32.0,91.0,35.0,66.0,863.0,483.0,158.0,226.0,0.0,2990.0,384.0,3374.0,3374.0,R370
R370-8,R370-8,Thakurakona (int with Z3703) - Dharmapash (int with Z2805),LRP051,1484,51.942,LRP064,11738,75.233,23.291,0.0,834.0,214.0,372.0,32.0,91.0,35.0,66.0,863.0,483.0,158.0,226.0,0.0,2990.0,384.0,3374.0,3374.0,R370
R370-9,R370-9,Dharmapash (int with Z2805) - Niamatpur (int with Z2806),LRP064,11738,75.233,LRP081,38564,118.38,43.147,0.0,834.0,214.0,372.0,32.0,91.0,35.0,66.0,863.0,483.0,158.0,226.0,0.0,2990.0,384.0,3374.0,3374.0,R370
R370-10,R370-10,"Niamatpur (int with Z2806) - Sunamganj road (road end, int with R280)",LRP081,38564,118.38,LRP081,51184,131,12.620,0.0,834.0,214.0,372.0,32.0,91.0,35.0,66.0,863.0,483.0,158.0,226.0,0.0,2990.0,384.0,3374.0,3374.0,R370
R371-1,R371-1,"Raghurampur (road start, int with R370) - Phulpur (int with Z3711)",LRPS,0,0,LRP024,1016,24.276,24.276,0.0,583.0,259.0,571.0,93.0,279.0,89.0,195.0,2029.0,1376.0,290.0,541.0,0.0,5474.0,831.0,6305.0,6305.0,R371
R371-2,R371-2,Phulpur (int with Z3711)-Nakla(int with Z4609),LRP024,1016,24.276,LRP045,560,44.33,20.054,0.0,583.0,259.0,571.0,93.0,279.0,89.0,195.0,2029.0,1376.0,290.0,541.0,0.0,5474.0,831.0,6305.0,6305.0,R371
R371-3,R371-3,Nakla(int with Z4609)-Ashtamitala(int.with Z4617),LRP045,560,44.33,LRP060,340,59.12,14.790,0.0,337.0,121.0,284.0,0.0,95.0,65.0,72.0,1741.0,685.0,454.0,374.0,0.0,3400.0,828.0,4228.0,4228.0,R371
R371-4,R371-4,Ashtamitala(int.with Z4617)-Sherpur(Khararpar) Int.with R460,LRP060,340,59.12,LRPE,0,65.17,6.050,0.0,337.0,121.0,284.0,0.0,95.0,65.0,72.0,1741.0,685.0,454.0,374.0,0.0,3400.0,828.0,4228.0,4228.0,R371
R372-1,R372-1,Shambhuganj-Puratan Ferry Ghat,LRPS,0,0,LRPE,0,1.92,1.920,0.0,583.0,259.0,571.0,93.0,279.0,89.0,195.0,2029.0,1376.0,290.0,541.0,0.0,5474.0,831.0,6305.0,6305.0,R372
R450-1,R450-1,"Saidabad (road start, int with N405) - Sirajganj, Old Zail Khana more",LRPS,0,0,LRP007,2870,8.99,8.990,11.0,669.0,508.0,63.0,280.0,314.0,152.0,188.0,2115.0,1151.0,1461.0,1638.0,0.0,5451.0,3099.0,8550.0,8550.0,R450
R451-1,R451-1,"Nalka (road start, int with N405) - Kazipur Mor (Int.with Z5401)",LRPS,0,0,LRPS,10845,10.845,10.845,11.0,669.0,508.0,63.0,280.0,314.0,152.0,188.0,2115.0,1151.0,1461.0,1638.0,0.0,5451.0,3099.0,8550.0,8550.0,R451
R451-2,R451-2,Kazipur Mor (Int.with Z5401) - Rail gate (int with Z5402),LRPS,10845,10.845,LRPS,12800,12.8,1.955,11.0,669.0,508.0,63.0,280.0,314.0,152.0,188.0,2115.0,1151.0,1461.0,1638.0,0.0,5451.0,3099.0,8550.0,8550.0,R451
R451-3L,R451-3L,Rail gate (int with Z5402) - Kata WAPDA (int with R450) (Left),LRPS,12800,12.8,LRPS,13378,13.378,0.578,11.0,669.0,508.0,63.0,280.0,314.0,152.0,188.0,2115.0,1151.0,1461.0,1638.0,0.0,5451.0,3099.0,8550.0,8550.0,R451
R451-3R,R451-3R,Rail gate (int with Z5402) - Kata WAPDA (int with R450) (Right),LRPS,12800,12.8,LRPS,13378,13.378,0.578,11.0,669.0,508.0,63.0,280.0,314.0,152.0,188.0,2115.0,1151.0,1461.0,1638.0,0.0,5451.0,3099.0,8550.0,8550.0,R451
R451-4,R451-4,Kata WAPDA (int with R450) - bot tala more Sirajganj (road end),LRPS,13378,13.378,LRPE,0,14.44,1.062,11.0,669.0,508.0,63.0,280.0,314.0,152.0,188.0,2115.0,1151.0,1461.0,1638.0,0.0,5451.0,3099.0,8550.0,8550.0,R451
R460-1,R460-1,"Shantinagor (road start, int with N4) - Nandirbazar (int with Z4606)",LRPS,0,0,LRP007,163,7.543,7.543,0.0,395.0,123.0,66.0,70.0,75.0,127.0,62.0,2286.0,1398.0,112.0,119.0,14.0,4602.0,245.0,4847.0,4847.0,R460
R460-2,R460-2,Nandirbazar (int with Z4606) - Kanashakhola (int with Z4617),LRP007,163,7.543,LRP014,165,14.6,7.057,0.0,395.0,123.0,66.0,70.0,75.0,127.0,62.0,2286.0,1398.0,112.0,119.0,14.0,4602.0,245.0,4847.0,4847.0,R460
R460-3,R460-3,Kanashakhola (int with Z4617) - Sherpur (Int.with Z4604),LRP014,165,14.6,LRP018,344,18.895,4.295,0.0,259.0,264.0,17.0,78.0,174.0,68.0,41.0,1754.0,940.0,231.0,262.0,0.0,3595.0,493.0,4088.0,4088.0,R460
R460-4,R460-4,Sherpur (Int.with Z4604) - Jhulgaon (Int. Z4605),LRP018,344,18.895,LRP028,297,29.107,10.212,0.0,259.0,264.0,17.0,78.0,174.0,68.0,41.0,1754.0,940.0,231.0,262.0,0.0,3595.0,493.0,4088.0,4088.0,R460
R460-5,R460-5,"Jhulgaon (Int. Z4605) - Bangaon (road end, int with Z 4602 and Z4603)",LRP028,297,29.107,LRP032,343,32.875,3.768,0.0,259.0,264.0,17.0,78.0,174.0,68.0,41.0,1754.0,940.0,231.0,262.0,0.0,3595.0,493.0,4088.0,4088.0,R460
R480-1,R480-1,"Elanga (road start, int with N4) - Bhuanpur bus stand (int with Z3037)",LRPS,0,0,LRP015,800,15.915,15.915,0.0,248.0,248.0,139.0,1.0,82.0,4.0,70.0,1943.0,507.0,400.0,518.0,1.0,3242.0,919.0,4161.0,4161.0,R480
R480-2,R480-2,Bhuanpur bus stand (int with Z3037) - Bhuanpur (int with Z4801),LRP015,800,15.915,LRP015,1748,16.863,0.948,0.0,248.0,248.0,139.0,1.0,82.0,4.0,70.0,1943.0,507.0,400.0,518.0,1.0,3242.0,919.0,4161.0,4161.0,R480
R480-3,R480-3,Bhuanpur (int with Z4801) - Gobindasi Ferry ghat (road end),LRP015,1748,16.863,LRP020,2206,22.402,5.539,0.0,248.0,248.0,139.0,1.0,82.0,4.0,70.0,1943.0,507.0,400.0,518.0,1.0,3242.0,919.0,4161.0,4161.0,R480
R504-1,R504-1,Hemayetpur(int.with N5)-Manikganj(int.with N5),LRPS,0,0,LRPE,0,33.907,33.907,0.0,155.0,185.0,0.0,196.0,193.0,25.0,121.0,1833.0,695.0,427.0,467.0,0.0,3403.0,894.0,4297.0,4297.0,R504
R506-1,R506-1,Barangail(int.with N5)-Duburia (int.with Z4009),LRPS,0,0,LRP017,6000,22.619,22.619,0.0,116.0,142.0,0.0,0.0,62.0,24.0,45.0,1233.0,419.0,160.0,146.0,36.0,2041.0,342.0,2383.0,2383.0,R506
R506-2,R506-2,Duburia(int.with Z4009)-Elasin(Int.with Z4007),LRP017,6000,22.619,LRP031,9822,39.881,17.262,0.0,116.0,142.0,0.0,0.0,62.0,24.0,45.0,1233.0,419.0,160.0,146.0,36.0,2041.0,342.0,2383.0,2383.0,R506
R506-3,R506-3,Elasin(Int.with Z4007)-Tangail (Int.with Z4015),LRP031,9822,39.881,LRP052,1816,52.51,12.629,0.0,116.0,142.0,0.0,0.0,62.0,24.0,45.0,1233.0,419.0,160.0,146.0,36.0,2041.0,342.0,2383.0,2383.0,R506
R506-4,R506-4,Tangail (Int.with Z4015)-Tangail Old Bus stand(int.with N404),LRP052,1816,52.51,LRPE,0,53.733,1.223,0.0,116.0,142.0,0.0,0.0,62.0,24.0,45.0,1233.0,419.0,160.0,146.0,36.0,2041.0,342.0,2383.0,2383.0,R506
R543-1,R543-1,"Model More(int.with R545)-Kunjobon, Mohadevpur(int.with Z5456)",LRPS,0,0,LRPE,0,1.92,1.920,0.0,190.0,218.0,0.0,0.0,152.0,34.0,57.0,1392.0,1169.0,532.0,517.0,0.0,3212.0,1049.0,4261.0,4261.0,R543
R544-1,R544-1,Santahar More(int.with R545)-Atrai,LRPS,0,0,LRPE,0,25.7,25.700,0.0,190.0,218.0,0.0,0.0,152.0,34.0,57.0,1392.0,1169.0,532.0,517.0,0.0,3212.0,1049.0,4261.0,4261.0,R544
R545-1,R545-1,Bogra (Namajghar)-Int.with N5,LRPS,0,0,LRPS,1840,1.84,1.840,372.0,1374.0,1362.0,641.0,1050.0,736.0,124.0,363.0,1620.0,1523.0,465.0,739.0,0.0,9165.0,1204.0,10369.0,10369.0,R545
R545-2,R545-2,Int.with N5-Dargahat (Int.with Z5053),LRPS,1840,1.84,LRP010,620,10.48,8.640,372.0,1374.0,1362.0,641.0,1050.0,736.0,124.0,363.0,1620.0,1523.0,465.0,739.0,0.0,9165.0,1204.0,10369.0,10369.0,R545
R545-3,R545-3,Dargahat (Int.with Z5053)-Dhubchachia (int.with Z5202),LRP010,620,10.48,LRP019,1675,20.59,10.110,372.0,1374.0,1362.0,641.0,1050.0,736.0,124.0,363.0,1620.0,1523.0,465.0,739.0,0.0,9165.0,1204.0,10369.0,10369.0,R545
R545-4,R545-4,Dhubchachia (int.with Z5202)-Murail(int.with Z5459),LRP019,1675,20.59,LRP031,928,31.813,11.223,372.0,1374.0,1362.0,641.0,1050.0,736.0,124.0,363.0,1620.0,1523.0,465.0,739.0,0.0,9165.0,1204.0,10369.0,10369.0,R545
R545-5,R545-5,Murail(int.with Z5459)-Adamdighi(int.with R546),LRP031,928,31.813,LRP038,600,38.565,6.752,372.0,1374.0,1362.0,641.0,1050.0,736.0,124.0,363.0,1620.0,1523.0,465.0,739.0,0.0,9165.0,1204.0,10369.0,10369.0,R545
R545-6,R545-6,Adamdighi(int.with R546)-Naogaon Bypass (Int.with N516),LRP038,600,38.565,LRP041,840,41.84,3.275,1.0,946.0,701.0,275.0,209.0,171.0,71.0,82.0,836.0,1262.0,943.0,935.0,0.0,4554.0,1878.0,6432.0,6432.0,R545
R545-7,R545-7,Naogaon Bypass (Int.with N516)-Int.with R544,LRP041,840,41.84,LRP042,815,42.815,0.975,1.0,946.0,701.0,275.0,209.0,171.0,71.0,82.0,836.0,1262.0,943.0,935.0,0.0,4554.0,1878.0,6432.0,6432.0,R545
R545-8,R545-8,Int.with R544-Naogaon (Kathaltala more)int.with R548,LRP042,815,42.815,LRP044,471,44.471,1.656,1.0,946.0,701.0,275.0,209.0,171.0,71.0,82.0,836.0,1262.0,943.0,935.0,0.0,4554.0,1878.0,6432.0,6432.0,R545
R545-9,R545-9,Naogaon (Kathaltala more)int.with R548-SP office (int.with N516),LRP044,471,44.471,LRP049,2350,51.35,6.879,1.0,946.0,701.0,275.0,209.0,171.0,71.0,82.0,836.0,1262.0,943.0,935.0,0.0,4554.0,1878.0,6432.0,6432.0,R545
R545-10,R545-10,SP office (int.with N516)-Chowmasia (Int.with R685),LRP049,2350,51.35,LRP058,1057,59.057,7.707,6.0,1305.0,1038.0,242.0,583.0,218.0,71.0,114.0,1304.0,1124.0,843.0,1086.0,0.0,6005.0,1929.0,7934.0,7934.0,R545
R545-11,R545-11,Chowmasia (Int.with R685)-Mohadebpur (Int.with Z5456),LRP058,1057,59.057,LRP070,700,70.66,11.603,32.0,538.0,270.0,190.0,179.0,96.0,51.0,40.0,265.0,735.0,330.0,245.0,0.0,2396.0,575.0,2971.0,2971.0,R545
R545-12,R545-12,Mohadebpur (Int.with Z5456)-Patnitala (Int.with R547),LRP070,700,70.66,LRP084,605,84.63,13.970,32.0,538.0,270.0,190.0,179.0,96.0,51.0,40.0,265.0,735.0,330.0,245.0,0.0,2396.0,575.0,2971.0,2971.0,R545
R545-13,R545-13,Patnitala (Int.with R547)-Khanjanpur (Int.with R549),LRP084,605,84.63,LRP117,1350,118.18,33.550,13.0,208.0,201.0,0.0,179.0,55.0,11.0,33.0,491.0,1207.0,1022.0,532.0,0.0,2398.0,1554.0,3952.0,3952.0,R545
R545-14,R545-14,Khanjanpur (Int.with R549)-Joypurhat (Pachur More)int.with R550,LRP117,1350,118.18,LRPE,0,120.93,2.750,13.0,208.0,201.0,0.0,179.0,55.0,11.0,33.0,491.0,1207.0,1022.0,532.0,0.0,2398.0,1554.0,3952.0,3952.0,R545
R546-1,R546-1,Char matha (Int.with R 546 & R 545) -Shantahar,LRPS,0,0,LRP003,475,3.46,3.460,8.0,311.0,194.0,22.0,243.0,121.0,28.0,76.0,1260.0,1506.0,1524.0,1730.0,0.0,3769.0,3254.0,7023.0,7023.0,R546
R547-1,R547-1,Naogaon-Int.with N516,LRPS,0,0,LRPS,700,0.7,0.700,84.0,160.0,219.0,16.0,153.0,59.0,25.0,31.0,409.0,1286.0,792.0,419.0,0.0,2442.0,1211.0,3653.0,3653.0,R547
R547-2,R547-2,Int.with N516-Badalgachhi (int.with Z5452),LRPS,700,0.7,LRP014,1905,15.93,15.230,84.0,160.0,219.0,16.0,153.0,59.0,25.0,31.0,409.0,1286.0,792.0,419.0,0.0,2442.0,1211.0,3653.0,3653.0,R547
R547-3,R547-3,Badalgachhi(int.with Z5452)-Patnitala(int.with R545),LRP014,1905,15.93,LRP018,15510,33.25,17.320,0.0,381.0,396.0,62.0,239.0,132.0,41.0,46.0,333.0,1155.0,612.0,413.0,0.0,2785.0,1025.0,3810.0,3810.0,R547
R547-4,R547-4,Patnitala(int.with R545)-Saraigachhi (Int.with Z5456),LRP018,15510,33.25,LRP068,695,68.945,35.695,0.0,381.0,396.0,62.0,239.0,132.0,41.0,46.0,333.0,1155.0,612.0,413.0,0.0,2785.0,1025.0,3810.0,3810.0,R547
R547-5,R547-5,Saraigachhi (Int.with Z5456)-Adda Bazar(int.with Z6812),LRP068,695,68.945,LRP088,420,88.77,19.825,0.0,381.0,396.0,62.0,239.0,132.0,41.0,46.0,333.0,1155.0,612.0,413.0,0.0,2785.0,1025.0,3810.0,3810.0,R547
R547-6,R547-6,Adda Bazar(int.with Z6812)-Rohonpur(int.with Z6802),LRP088,420,88.77,LRP100,585,100.985,12.215,0.0,381.0,396.0,62.0,239.0,132.0,41.0,46.0,333.0,1155.0,612.0,413.0,0.0,2785.0,1025.0,3810.0,3810.0,R547
R548-1,R548-1,Naogaon (Kathaltala More)int.with R545-Atrai(int.with Z5469),LRPS,0,0,LRP027,980,28.08,28.080,0.0,84.0,102.0,2.0,11.0,36.0,39.0,13.0,1573.0,1086.0,733.0,352.0,0.0,2946.0,1085.0,4031.0,4031.0,R548
R548-2,R548-2,Atrai(int.with Z5469)-Int.with Z5210,LRP027,980,28.08,LRP027,12885,39.985,11.905,0.0,84.0,102.0,2.0,11.0,36.0,39.0,13.0,1573.0,1086.0,733.0,352.0,0.0,2946.0,1085.0,4031.0,4031.0,R548
R548-3,R548-3,Int.with Z5210-Baidyanath More (Int.with N6)Natore,LRP027,12885,39.985,LRPE,0,53.321,13.336,0.0,84.0,102.0,2.0,11.0,36.0,39.0,13.0,1573.0,1086.0,733.0,352.0,0.0,2946.0,1085.0,4031.0,4031.0,R548
R549-1,R549-1,Badalgachhi (int.with R547)-Joypurhat (Khanjanpur) Int.with R545,LRPS,0,0,LRP019,1065,20.29,20.290,1.0,64.0,94.0,0.0,96.0,14.0,2.0,5.0,711.0,446.0,632.0,399.0,0.0,1433.0,1031.0,2464.0,2464.0,R549
R550-1,R550-1,Mokamtala(int.with N5)-Amtoli(Int.with Z5507),LRPS,0,0,LRP004,1446,5.476,5.476,9.0,775.0,916.0,146.0,174.0,219.0,206.0,228.0,983.0,1114.0,605.0,787.0,0.0,4770.0,1392.0,6162.0,6162.0,R550
R550-2,R550-2,Amtoli(Int.with Z5507)-Kalai(Int.with Z5509),LRP004,1446,5.476,LRP024,20,24.06,18.584,9.0,775.0,916.0,146.0,174.0,219.0,206.0,228.0,983.0,1114.0,605.0,787.0,0.0,4770.0,1392.0,6162.0,6162.0,R550
R550-3,R550-3,Kalai(Int.with Z5509)-Bottali(Int.with Z5501),LRP024,20,24.06,LRP028,580,28.63,4.570,9.0,775.0,916.0,146.0,174.0,219.0,206.0,228.0,983.0,1114.0,605.0,787.0,0.0,4770.0,1392.0,6162.0,6162.0,R550
R550-4,R550-4,Bottali(Int.with Z5501)-Hitchmi Bazar(Int.with Z5504),LRP028,580,28.63,LRP032,250,32.22,3.590,9.0,775.0,916.0,146.0,174.0,219.0,206.0,228.0,983.0,1114.0,605.0,787.0,0.0,4770.0,1392.0,6162.0,6162.0,R550
R550-5,R550-5,Hitchmi Bazar(Int.with Z5504)-Pachur more (int.with R545 & Z5503),LRP032,250,32.22,LRP036,900,36.84,4.620,9.0,775.0,916.0,146.0,174.0,219.0,206.0,228.0,983.0,1114.0,605.0,787.0,0.0,4770.0,1392.0,6162.0,6162.0,R550
R555-1,R555-1,Palashbari(int.with N5)-Shaplamill (Int.with Z5558),LRPS,0,0,LRP016,1126,16.9,16.900,21.0,314.0,273.0,425.0,241.0,190.0,190.0,160.0,1381.0,2238.0,2071.0,2302.0,0.0,5433.0,4373.0,9806.0,9806.0,R555
R555-2,R555-2,Shaplamill (Int.with Z5558)-Gaibandha (Int.with Z5553),LRP016,1126,16.9,LRP016,4183,19.957,3.057,21.0,314.0,273.0,425.0,241.0,190.0,190.0,160.0,1381.0,2238.0,2071.0,2302.0,0.0,5433.0,4373.0,9806.0,9806.0,R555
R555-3,R555-3,"Gaibandha (Int.with Z5553)-Gaibandha Zehikhana more(int.with Z5613,Z5555 , Z 5552)",LRP016,4183,19.957,LRPE,0,21.015,1.058,21.0,314.0,273.0,425.0,241.0,190.0,190.0,160.0,1381.0,2238.0,2071.0,2302.0,0.0,5433.0,4373.0,9806.0,9806.0,R555
R556-1,R556-1,Mithapukur-Madhayapara (Int.with R557),LRPS,0,0,LRP023,900,23.241,23.241,104.0,198.0,173.0,18.0,54.0,59.0,76.0,23.0,332.0,1090.0,1442.0,704.0,1.0,2127.0,2147.0,4274.0,4274.0,R556
R556-2,R556-2,Madhayapara (Int.with R557)-Int.with Z5561,LRP023,900,23.241,LRP025,690,24.771,1.530,104.0,198.0,173.0,18.0,54.0,59.0,76.0,23.0,332.0,1090.0,1442.0,704.0,1.0,2127.0,2147.0,4274.0,4274.0,R556
R556-3,R556-3,Madhayapara (Int.with Z5561)-Maheshpur (Int.with R558),LRP025,690,24.771,LRP033,550,32.64,7.869,104.0,198.0,173.0,18.0,54.0,59.0,76.0,23.0,332.0,1090.0,1442.0,704.0,1.0,2127.0,2147.0,4274.0,4274.0,R556
R556-4,R556-4,Maheshpur (Int.with R558)-Fulbari (int.with R585),LRP033,550,32.64,LRPE,0,35.131,2.491,104.0,198.0,173.0,18.0,54.0,59.0,76.0,23.0,332.0,1090.0,1442.0,704.0,1.0,2127.0,2147.0,4274.0,4274.0,R556
R557-1,R557-1,Madhayapara-Badarganj,LRPS,0,0,LRP013,3,12.943,12.943,14.0,110.0,188.0,8.0,3.0,104.0,84.0,84.0,594.0,836.0,831.0,570.0,0.0,2025.0,1401.0,3426.0,3426.0,R557
R558-1,R558-1,Maheshpur(int.with R556)- Barapukuria,LRPS,0,0,LRP005,600,5.08,5.080,6.0,206.0,75.0,3.0,18.0,155.0,16.0,61.0,97.0,643.0,502.0,202.0,0.0,1280.0,704.0,1984.0,1984.0,R558
R560-1,R560-1,Paglapir(Int.with N5) -Monthanarhat(int.with Z5018),LRPS,0,0,LRP012,50,11.69,11.690,78.0,1524.0,931.0,114.0,128.0,324.0,88.0,90.0,1697.0,1965.0,1154.0,1320.0,0.0,6939.0,2474.0,9413.0,9413.0,R560
R560-2,R560-2,Monthanarhat(int.with Z5018)-Jaldhaka (int.with Z5703),LRP012,50,11.69,LRP029,1060,29.16,17.470,78.0,1524.0,931.0,114.0,128.0,324.0,88.0,90.0,1697.0,1965.0,1154.0,1320.0,0.0,6939.0,2474.0,9413.0,9413.0,R560
R560-3,R560-3,Jaldhaka (int.with Z5703)-Borokhata more(Int.with N509),LRP029,1060,29.16,LRPE,0,57.13,27.970,78.0,1524.0,931.0,114.0,128.0,324.0,88.0,90.0,1697.0,1965.0,1154.0,1320.0,0.0,6939.0,2474.0,9413.0,9413.0,R560
